,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,评分,作物类型,种植规模,是否种,年份,yield,area,cost,是否种豆
0,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E16,0.6,0,100.0,粮食,0.6,0.0,2023,0.0,0.0,0.0,0.0
1,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E8,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
2,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E1,0.6,0,100.0,粮食,0.18,1.0,2023,144.70526024433153,0.18,11635.778260540204,0.0
3,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E3,0.6,0,100.0,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,-0.0
4,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E4,0.6,0,100.0,粮食,0.18,1.0,2023,144.70526024433153,0.18,11635.778260540204,0.0
5,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E5,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
6,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E6,0.6,0,100.0,粮食,0.18000040054321287,1.0,2023,144.7055822482752,0.18000040054321287,11635.804152940254,0.0
7,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E7,0.6,0,100.0,粮食,0.39002563476562496,1.0,2023,313.5486721151131,0.39002563476562496,25212.510011440296,0.0
8,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E2,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
9,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E9,0.6,0,100.0,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,-0.0
10,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E11,0.6,0,100.0,粮食,0.6,-0.0,2023,-0.0,-0.0,-0.0,-0.0
11,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E12,0.6,0,100.0,粮食,0.6,-0.0,2023,-0.0,-0.0,-0.0,-0.0
12,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E13,0.6,0,100.0,粮食,0.6,0.0,2023,0.0,0.0,0.0,0.0
13,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E14,0.6,0,100.0,粮食,0.6,1.0,2023,482.35086748110507,0.6,38785.92753513402,0.0
14,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E15,0.6,0,100.0,粮食,0.6,-0.0,2023,-0.0,-0.0,-0.0,-0.0
15,41,羊肚菌,普通大棚,第二季,803.9181124685085,100.0,64643.2125585567,3836.8354717759094,E10,0.6,0,100.0,粮食,0.6,1.0,2023,482.35086748110507,0.6,38785.92753513402,0.0
16,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E9,0.6,0,69.93806037,粮食,0.24111408233642573,1.0,2023,969.1798898073796,0.24111408233642573,4675.916662600472,0.0
17,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E4,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
18,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E5,0.6,0,69.93806037,粮食,0.391640625,1.0,2023,1574.2349600799348,0.391640625,7595.072450532297,0.0
19,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E6,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
20,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E7,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
21,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E8,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
22,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E13,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
23,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E10,0.6,0,69.93806037,粮食,0.18205078125,1.0,2023,731.7696021795866,0.18205078125,3530.5042046385165,0.0
24,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E11,0.6,0,69.93806037,粮食,0.28500240325927734,1.0,2023,1145.5929703859347,0.28500240325927734,5527.041280076686,0.0
25,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E12,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
26,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E14,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
27,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E15,0.6,0,69.93806037,粮食,0.18,1.0,2023,723.5263012216576,0.18,3490.7334781620607,0.0
28,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E2,0.6,0,69.93806037,粮食,0.599999599456787,0.0,2023,0.0,0.0,0.0,0.0
29,38,榆黄菇,普通大棚,第二季,4019.5905623425424,57.5,19392.963767567006,8221.790296662664,E3,0.6,0,69.93806037,粮食,0.6,0.0,2023,0.0,0.0,0.0,0.0
