,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,评分,作物类型,种植规模,是否种,年份,yield,area,cost,是否种豆
0,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E16,0.6,0,100.0,粮食,0.6,1.0,2023,543.656435922317,0.6,43637.84376787592,0.0
1,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E8,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
2,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E1,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
3,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E3,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
4,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E4,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
5,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E5,0.6,0,100.0,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,-0.0
6,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E6,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
7,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E7,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
8,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E2,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
9,41,羊肚菌,普通大棚,第二季,906.0940598705283,100.0,72729.73961312654,4344.726650142919,E9,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
